2017-08-31 03:06:54:8975	../../../files/testListWithPickListSize025.txt
NumberOfStagnantGeneration	PopulationSize	CrossoverProbability	MutationProbability	CrossoverOperator	MutationOperator	TravelledDistance	RunningTime
1	193,837	50	10	0,7	0,05	Ordered	Inversion	861,700000000002	0,148
1	193,837	50	10	0,8	0,01	Ordered	Inversion	1128,22	0,007
1	193,837	50	10	0,8	0,02	Ordered	Inversion	1255,84	0,005
1	193,837	50	10	0,8	0,03	Ordered	Inversion	923,180000000002	0,161
1	193,837	50	10	0,8	0,04	Ordered	Inversion	1094,3	0,043
1	193,837	50	10	0,8	0,05	Ordered	Inversion	1015,52	0,097
1	193,837	50	10	0,9	0,01	Ordered	Inversion	1256,42	0,016
1	193,837	50	10	0,9	0,02	Ordered	Inversion	1410,1	0,19
1	193,837	50	10	0,9	0,03	Ordered	Inversion	1064,22	0,542
1	193,837	50	10	0,9	0,04	Ordered	Inversion	1090,66	5,485
1	193,837	50	10	0,9	0,05	Ordered	Inversion	1034,52	4,544
1	193,837	50	20	0,6	0,01	Ordered	Inversion	970,860000000003	0,053
1	193,837	50	20	0,6	0,02	Ordered	Inversion	1061,98	0,028
1	193,837	50	20	0,6	0,03	Ordered	Inversion	925,560000000002	0,075
1	193,837	50	20	0,6	0,04	Ordered	Inversion	991,220000000003	0,031
1	193,837	50	20	0,6	0,05	Ordered	Inversion	733,260000000001	0,037
1	193,837	50	20	0,7	0,01	Ordered	Inversion	1011,1	0,078
1	193,837	50	20	0,7	0,02	Ordered	Inversion	1155	0,026
1	193,837	50	20	0,7	0,03	Ordered	Inversion	1030,44	0,035
1	193,837	50	20	0,7	0,04	Ordered	Inversion	825,640000000002	0,073
1	193,837	50	20	0,7	0,05	Ordered	Inversion	828,660000000002	0,055
1	193,837	50	20	0,8	0,01	Ordered	Inversion	1039,92	0,052
1	193,837	50	20	0,8	0,02	Ordered	Inversion	906,860000000001	0,054
1	193,837	50	20	0,8	0,03	Ordered	Inversion	931,680000000002	0,093
1	193,837	50	20	0,8	0,04	Ordered	Inversion	742,000000000002	0,079
1	193,837	50	20	0,8	0,05	Ordered	Inversion	942,580000000002	0,069
1	193,837	50	20	0,9	0,01	Ordered	Inversion	1104,26	0,028
1	193,837	50	20	0,9	0,02	Ordered	Inversion	813,400000000002	0,061
1	193,837	50	20	0,9	0,03	Ordered	Inversion	823,940000000002	0,485
1	193,837	50	20	0,9	0,04	Ordered	Inversion	921,140000000002	1,588
1	193,837	50	20	0,9	0,05	Ordered	Inversion	882,600000000002	3,341
1	193,837	50	30	0,6	0,01	Ordered	Inversion	1065,34	0,041
1	193,837	50	30	0,6	0,02	Ordered	Inversion	998,560000000002	0,046
1	193,837	50	30	0,6	0,03	Ordered	Inversion	813,500000000001	0,099
1	193,837	50	30	0,6	0,04	Ordered	Inversion	975,280000000002	0,074
1	193,837	50	30	0,6	0,05	Ordered	Inversion	720,080000000001	0,161
1	193,837	50	30	0,7	0,01	Ordered	Inversion	966,000000000002	0,047
1	193,837	50	30	0,7	0,02	Ordered	Inversion	881,100000000002	0,163
1	193,837	50	30	0,7	0,03	Ordered	Inversion	812,860000000002	0,059
1	193,837	50	30	0,7	0,04	Ordered	Inversion	875,360000000002	0,058
1	193,837	50	30	0,7	0,05	Ordered	Inversion	785,740000000001	0,104
1	193,837	50	30	0,8	0,01	Ordered	Inversion	715,280000000001	0,222
1	193,837	50	30	0,8	0,02	Ordered	Inversion	806,060000000001	0,064
1	193,837	50	30	0,8	0,03	Ordered	Inversion	719,120000000001	0,107
1	193,837	50	30	0,8	0,04	Ordered	Inversion	765,180000000002	0,154
1	193,837	50	30	0,8	0,05	Ordered	Inversion	679,460000000002	0,144
1	193,837	50	30	0,9	0,01	Ordered	Inversion	992,380000000002	0,247
1	193,837	50	30	0,9	0,02	Ordered	Inversion	870,500000000002	0,279
1	193,837	50	30	0,9	0,03	Ordered	Inversion	822,680000000001	0,169
1	193,837	50	30	0,9	0,04	Ordered	Inversion	810,380000000002	0,17
1	193,837	50	30	0,9	0,05	Ordered	Inversion	745,360000000001	0,16
1	193,837	50	40	0,6	0,01	Ordered	Inversion	913,320000000001	0,156
1	193,837	50	40	0,6	0,02	Ordered	Inversion	791,140000000002	0,13
1	193,837	50	40	0,6	0,03	Ordered	Inversion	876,240000000002	0,097
1	193,837	50	40	0,6	0,04	Ordered	Inversion	844,160000000002	0,249
1	193,837	50	40	0,6	0,05	Ordered	Inversion	930,280000000002	0,067
1	193,837	50	40	0,7	0,01	Ordered	Inversion	934,660000000002	0,074
1	193,837	50	40	0,7	0,02	Ordered	Inversion	859,760000000002	0,103
1	193,837	50	40	0,7	0,03	Ordered	Inversion	806,540000000002	0,232
1	193,837	50	40	0,7	0,04	Ordered	Inversion	816,260000000002	0,133
1	193,837	50	40	0,7	0,05	Ordered	Inversion	744,920000000002	0,135
1	193,837	50	40	0,8	0,01	Ordered	Inversion	875,360000000002	0,196
1	193,837	50	40	0,8	0,02	Ordered	Inversion	745,160000000001	0,227
1	193,837	50	40	0,8	0,03	Ordered	Inversion	729,320000000001	0,158
1	193,837	50	40	0,8	0,04	Ordered	Inversion	715,080000000001	0,207
1	193,837	50	40	0,8	0,05	Ordered	Inversion	674,400000000001	0,134
1	193,837	50	40	0,9	0,01	Ordered	Inversion	734,180000000002	0,175
1	193,837	50	40	0,9	0,02	Ordered	Inversion	831,140000000001	0,294
1	193,837	50	40	0,9	0,03	Ordered	Inversion	671,780000000001	0,202
1	193,837	50	40	0,9	0,04	Ordered	Inversion	770,580000000002	0,274
1	193,837	50	40	0,9	0,05	Ordered	Inversion	754,640000000001	0,418
1	193,837	50	50	0,6	0,01	Ordered	Inversion	980,620000000002	0,063
1	193,837	50	50	0,6	0,02	Ordered	Inversion	883,040000000002	0,102
1	193,837	50	50	0,6	0,03	Ordered	Inversion	874,680000000002	0,26
1	193,837	50	50	0,6	0,04	Ordered	Inversion	837,260000000002	0,101
1	193,837	50	50	0,6	0,05	Ordered	Inversion	753,760000000002	0,09
1	193,837	50	50	0,7	0,01	Ordered	Inversion	783,900000000001	0,235
1	193,837	50	50	0,7	0,02	Ordered	Inversion	854,900000000001	0,269
1	193,837	50	50	0,7	0,03	Ordered	Inversion	779,380000000002	0,116
1	193,837	50	50	0,7	0,04	Ordered	Inversion	814,560000000002	0,319
1	193,837	50	50	0,7	0,05	Ordered	Inversion	749,340000000001	0,205
1	193,837	50	50	0,8	0,01	Ordered	Inversion	798,280000000002	0,115
1	193,837	50	50	0,8	0,02	Ordered	Inversion	724,460000000001	0,332
1	193,837	50	50	0,8	0,03	Ordered	Inversion	729,660000000002	0,221
1	193,837	50	50	0,8	0,04	Ordered	Inversion	692,580000000001	0,188
1	193,837	50	50	0,8	0,05	Ordered	Inversion	737,440000000001	0,258
1	193,837	50	50	0,9	0,01	Ordered	Inversion	695,200000000001	0,168
1	193,837	50	50	0,9	0,02	Ordered	Inversion	728,440000000002	0,495
1	193,837	50	50	0,9	0,03	Ordered	Inversion	748,560000000002	0,206
1	193,837	50	50	0,9	0,04	Ordered	Inversion	812,080000000002	0,221
1	193,837	50	50	0,9	0,05	Ordered	Inversion	774,520000000001	0,244

